grupo,tipo_de_producto,titulo,pais_revista,revista,issn,ano,vol,fasc,pags,doi,autor
SISCO,Publicado en revista especializada,Solución de un Problema de Control en Programación Recurrente,Colombia,Lámpsakos,2145-4086,2010,NA,4,50 - 51,10.1126/science.1081623 ,EDGAR SERNA M
SISCO,Publicado en revista especializada,Problemas de investigación en la predicción de series de tiempo con redes neuronales artificiales,Colombia,Avances En Sistemas E Informatica (En Linea),1909-0056,2010,7,3,67 - 73, ,"PAOLA ANDREA SANCHEZ SANCHEZ, JUAN DAVID VELASQUEZ HENAO"
SISCO,Publicado en revista especializada,Las redes sociales de Internet: tambien dentro de los habitos de estudiantes universitarios,Colombia,Tendencias,0124-8693,2010,XI,2,193 - 207, ,JOSE EUCARIO PARRA CASTRILLON
SISCO,Publicado en revista especializada,UNA ARQUITECTURA DE APRENDIZAJE PARA DISMINUIR EL RIESGO DE FALLA DE SERVICIOS WEB DURANTE SU COMPOSICIÓN,Colombia,Revista Colombiana De Tecnologías De Avanzada,1692-7257,2010,2,16,93 - , ,"BYRON ENRIQUE PORTILLA ROSERO, JAIME ALBERTO GUZMAN LUNA"
SISCO,Publicado en revista especializada,Construcción de objetos virtuales de aprendizaje para ingeniería desde un enfoque basado en problemas,Colombia,Revista Virtual Universidad Católica Del Norte,0124-5821,2010,31,N/A,84 - 104, ,"JOSE EUCARIO PARRA CASTRILLON, ALEXANDER NARVAEZ, ALEXANDER DE JESUS NARVAEZ BERRIO"
SISCO,Publicado en revista especializada,Revisión a los procesos de investigación en la IS de los juegos de computador,Colombia,Ingenierías USBMed,2027-5846,2010,1,1,15 - 28, ,"ALEXEI SERNA A, EDGAR SERNA M"
SISCO,Publicado en revista especializada,Métodos formales e ingeniería de software,Colombia,Revista Virtual Universidad Católica Del Norte,0124-5821,2010,30,NA,158 - 184,10.2139/ssrn.1686004 ,EDGAR SERNA M
SISCO,Publicado en revista especializada,Galileo Galilei,Colombia,Lámpsakos,2145-4086,2010,3,NA,79 - 84,http://dx.doi.org/10.1016/S1120-1797(13)00015-X ,"EDGAR SERNA M, JOSE MARQUINA"
SISCO,Publicado en revista especializada,Critical analysis of proposals to generate test cases from use cases for functional testing,Colombia,Avances En Sistemas E Informática,1657-7663,2010,7,2,105 - 113,10.1145/1145581.1145606 ,"EDGAR SERNA M, FERNANDO ARANGO IZASA"
SISCO,Publicado en revista especializada,Por qué Johnny no puede comprender,Colombia,Lámpsakos,2145-4086,2010,3,NA,76 - 77,http://dx.doi.org/10.5209/rev_CIYC.2014.v19.43906 ,EDGAR SERNA M
SISCO,Publicado en revista especializada,Timeline of Computer Science,Colombia,Lámpsakos,2145-4086,2010,NA,3,86 - 94, ,ALEXEI SERNA A
SISCO,Publicado en revista especializada,Sistemas de informacion inteligentes para la sociedad de Internet,Colombia,Lámpsakos,2145-4086,2009,1,NA,91 - 95, ,JOSE EUCARIO PARRA CASTRILLON
SISCO,Publicado en revista especializada,Modelo de aprendizaje de maquinas para reducir las fallas de instanciación en composiciones de servicios,Colombia,Revista Politecnica,1900-2351,2009,9,N/A,58 - , ,"BYRON ENRIQUE PORTILLA ROSERO, JAIME ALBERTO GUZMAN LUNA"
SISCO,Publicado en revista especializada,La Ingeniería de Sistemas y su evolución hacia la Arquitectura de Sistemas,Colombia,Lámpsakos,2145-4086,2009,NA,2,96 - 104,10.3989/ic.10.009 ,EDGAR SERNA M
SISCO,Publicado en revista especializada,Software Libre y Responsabilidad Social: Encuentro Inevitable en el Marco de la Educación Superior,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2009,19,N/A,85 - 95, ,LUIS FERNANDO VARGAS CANO
SISCO,Publicado en revista especializada,Edsger Wybe Dijkstra,Colombia,Lámpsakos,2145-4086,2009,NA,2,106 - 116,10.1007/bf03023921 ,EDGAR SERNA M
SISCO,Publicado en revista especializada,El modelo pedagógico en la educación superior: reto para un mundo globalizado,Colombia,Acierto Revista Académica Y Científica De Uniremington,1657-5954,2009,N/A,4,23 - 37, ,EDGAR SERNA M
SISCO,Publicado en revista especializada,Contribuciones de la economía solidaria al desarrollo local: el caso del altiplano norte del departamento de Antioquia,Colombia,Semestre Económico,0120-6346,2009,12,N/A,119 - 132, ,"GABRIEL JAIME POSADA HERNANDEZ, LUZ DOLLY LOPERA GARCIA"
SISCO,Publicado en revista especializada,Ciencia y Filosofía: una relación histórica,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2009,19,NA,73 - 84, ,EDGAR SERNA M
SISCO,Publicado en revista especializada,Estudio Comparativo de Redes GPON y EPON,Colombia,Scientia Et Technica,0122-1701,2009,N/A,41,321 - 326, ,MAURICIO LOPEZ BONILLA
SISCO,Publicado en revista especializada,Aproximación a una ontología para lenguajes de modelado gráfico,Colombia,Revista De Ingeniería,0121-4993,2008,29,N/A,16 - , ,"BYRON ENRIQUE PORTILLA ROSERO, JAIME ALBERTO GUZMAN LUNA"
SISCO,Publicado en revista especializada,Arquitectura de aprendizaje para el manejo de riesgo de falla en ambientes de composición de servicios Web.,Colombia,Avances En Sistemas E Informática,1657-7663,2008,6,2,143 - , ,"BYRON ENRIQUE PORTILLA ROSERO, JAIME ALBERTO GUZMAN LUNA"
SISCO,Publicado en revista especializada,Impacto del egresado del programa de Ingeniería Informática y su desempeño con respecto a la industria del software,Colombia,Revista Virtual Universidad Católica Del Norte,0124-5821,2007,22,págs:,- , ,"JOSE EUCARIO PARRA CASTRILLON, ELIANA LONDONO GIRALDO"
SISCO,Publicado en revista especializada,Formación por Competencias,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2006,9,13,5 - 12, ,EDGAR SERNA M
JURIDICAS Y SOCIALES,Publicado en revista especializada,Transformaciones de la investigación jurídica y sociojurídica en derecho en tres subregiones andinas de Colombia,Colombia,"Saber, Ciencia Y Libertad",1794-7154,2021,16,N/A,109 - 135,10.18041/2382-3240/saber.2021v16n1.7519 ,"JORGE EDUARDO VASQUEZ SANTAMARIA, KATY LUZ MILLAN OTERO, MARTA CECILIA MAYA ZULUAGA"
JURIDICAS Y SOCIALES,Publicado en revista especializada,Experiencias corporales de mujeres excombatientes de las FARC-EP. Un análisis de género,Colombia,Perseitas,2346-1780,2021,9,N/A,467 - 493,https://doi.org/10.21501/23461780.3969 ,JENNY MARCELA ACEVEDO VALENCIA
JURIDICAS Y SOCIALES,Publicado en revista especializada,Enseñanza y Aprendizaje Clínico del Derecho (EACD) Investigación: integración para la educación jurídica,Chile,Estudios Pedagógicos (Valdivia),0718-0705,2021,47,N/A,431 - 451,10.4067/S0718-07052021000100431 ,"ANGELA MARIA RESTREPO JARAMILLO, JORGE EDUARDO VASQUEZ SANTAMARIA"
JURIDICAS Y SOCIALES,Publicado en revista especializada,De narrativas de la violencia a narrativas del perdón: aproximación desde crónicas periodísticas Colombianas,Colombia,Justicia,0124-7441,2021,26,39,129 - 152,10.17081/just ,"JORGE EDUARDO VASQUEZ SANTAMARIA, NATALIA ANDREA ALZATE ALZATE"
JURIDICAS Y SOCIALES,Publicado en revista especializada,UNA REFLEXIÓN CRÍTICA SOBRE LA ENSEÑANZA CLÍNICA DEL DERECHO COMO MODELO PEDAGÓGICO,Colombia,Revista Via Iuris,1909-5759,2021,N/A,N/A,1 - 43, ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Publicado en revista especializada,¿EDUCACIÓN INTERCULTURAL? A PROPÓSITO DEL FENÓMENO MIGRATORIO VENEZOLANO EN MEDELLÍN,México,Revista Ius -,1870-2147,2021,15,47,325 - 342,10.35487/rius.v15i47.2021.675 ,"NATALIA BAENA ROBLEDO, ELVIGIA CARDONA ZULETA"
JURIDICAS Y SOCIALES,Publicado en revista especializada,Soberanía y ambiente en la Constitución de 1991. Un análisis del uso y efectos del glifosato en la lucha antidrogas en Colombia,Colombia,Estudios Socio-Jurídicos,0124-0579,2021,23,1,1 - 28,10.12804/23i1 ,"MONICA LUCIA GRANDA VIVEROS, JORGE IVAN GAVIRIA MESA"
JURIDICAS Y SOCIALES,Publicado en revista especializada,EL INCREMENTO DEL RIESGO POR COVID-19 EN COLOMBIA A RAÍZ DEL ESTADO DE LA INFORMACIÓN PARA LA PREVENCIÓN DE DESASTRES TÉCNICAMENTE PREVISIBLES,Colombia,Revista Republicana,2256-5027,2020,29,N/A,165 - 183,10.21017/Rev.Repub ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Publicado en revista especializada,Tramas de la libertad y la igualdad: experiencias de mujeres excombatientes de las FARC-EP,Colombia,Colombia Internacional (On Line),1900-6004,2020,104,N/A,157 - 182,10.7440/colombiaint104.2020.06 ,"JENNY MARCELA ACEVEDO VALENCIA, STEFANI CASTANO TORRES, MONICA LONDONO MARTINEZ"
JURIDICAS Y SOCIALES,Publicado en revista especializada,La Apropiación Social y Espacial de Vivienda de Interés Prioritario (VIP): Casos Las Flores y La Aurora en la Ciudad de Medellín,Estados Unidos,Qualitative Report,1052-0147,2020,25,N/A,1960 - 1980, ,"KATY LUZ MILLAN OTERO, JORGE EDUARDO VASQUEZ SANTAMARIA"
JURIDICAS Y SOCIALES,Publicado en revista especializada,Coordinación entre la JEP y la JEI: rol de las autoridades indígenas en la justicia aplicada durante el posacuerdo.,Colombia,Opinión Jurídica,1692-2530,2020,19,N/A,167 - 185,10.22395/ojum.v19n39a1 ,ROBERTO MAURICIO ROMERO CARDENAS
JURIDICAS Y SOCIALES,Publicado en revista especializada,Reflexiones sobre el derecho y el juez algoritmo,Colombia,Ratio Juris,1794-6638,2020,15,1,272 - 276,10.24142/raju ,JUAN ESTEBAN AGUIRRE ESPINOSA
JURIDICAS Y SOCIALES,Publicado en revista especializada,Perspectiva de género para la gestión del riesgo de desastres en el ordenamiento territorial municipal,Colombia,Prolegómenos - Derechos Y Valores,0121-182X,2020,23,N/A,67 - 84,10.18359/prole.4144 ,"JORGE EDUARDO VASQUEZ SANTAMARIA, LINA MARCELA ESTRADA JARAMILLO"
JURIDICAS Y SOCIALES,Publicado en revista especializada,La Conectividad Digital como Derecho Fundamental en Colombia,,"disponible en https://periodicos.unb.br/index.php/RDET/article/view/31161  , Revista de Direito, Estado e Telecomunicacoes",1984-9729,2020,12,1,113 - 136,10.26512/lstr.v12i1.31161 ,DANY STEVEN GOMEZ AGUDELO
JURIDICAS Y SOCIALES,Publicado en revista especializada,Implicaciones jurídicas de la evidencia digital en el proceso judicial colombiano,,"disponible en https://publicaciones.unaula.edu.co/index.php/ratiojuris/article/view/469  Colombia, Ratio Juris",1794-6638,2020,15,10,220 - 240,10.24142/raju.v15n30a11 ,DANY STEVEN GOMEZ AGUDELO
JURIDICAS Y SOCIALES,Publicado en revista especializada,Economía solidaria y familia: Aportes a la construcción de paz,Colombia,Revista Kavilando,2027-2391,2019,11,2,389 - 406, ,MAYDA SORAYA MARIN GALEANO
JURIDICAS Y SOCIALES,Publicado en revista especializada,¿Ideología encriptada de género? La violencia seminal subyacente a la acusación,Colombia,Ánfora,0121-6538,2019,26,N/A,87 - 108, ,"JUAN FELIPE OROZCO OSPINA, JENNIFFER LONDONO JURADO"
JURIDICAS Y SOCIALES,Publicado en revista especializada,El lenguaje en la interpretación jurídica: los principios bajo la teoría humanista,Colombia,Revista de la Facultad de Derecho y Ciencias Políticas,0120-3886,2018,48,128,263 - 273,10.18566/rfdcp.v48n128.a11 ,RODRIGO ORLANDO OSORIO MONTOYA
JURIDICAS Y SOCIALES,Publicado en revista especializada,Desigualdad rural y conflicto interno armado en Colombia: un círculo vicioso,Chile,Izquierdas,0718-5049,2018,39,N/A,209 - 228,0718-5049 ,"JORGE IVAN GAVIRIA MESA, MONICA LUCIA GRANDA VIVEROS"
JURIDICAS Y SOCIALES,Publicado en revista especializada,La extradición y la cooperación internacional. Falta de justicia,,"legitimidad o incapacidad del Estado colombiano: su historia.  Colombia, Iusta / Universidad Santo Tomás. Facultad De Derecho",0121-3008,2018,1,48,179 - 198,https://doi.org/10.15332/s1900-0448.2018.0048.07 ,RODRIGO ORLANDO OSORIO MONTOYA
JURIDICAS Y SOCIALES,Publicado en revista especializada,Paz o desmovilización: Justicia transicional,,"indultos, amnistías, perdones judiciales y posconflicto  Colombia, Revista de la Facultad de Derecho y Ciencias Políticas",0120-3886,2017,47,126,55 - 74,,RODRIGO ORLANDO OSORIO MONTOYA
JURIDICAS Y SOCIALES,Publicado en revista especializada,El Estado en Arendt y Maquiavelo: dos visiones,Colombia,Revista de la Facultad de Derecho y Ciencias Políticas,0120-3886,2016,46,N/A,145 - 169, ,"MONICA LUCIA GRANDA VIVEROS, JORGE IVAN GAVIRIA MESA"
JURIDICAS Y SOCIALES,Publicado en revista especializada,De la justicia transicional: verdades y mentiras sobre la paz en Colombia. El inicio de la violencia,Colombia,Iustitia,1692-9403,2016,14,págs:,9 - 22,http://dx.doi.org/10.15332/iust.v0i14.1676 ,RODRIGO ORLANDO OSORIO MONTOYA
JURIDICAS Y SOCIALES,Publicado en revista especializada,El Estado en Arendt y Maquiavelo: dos visiones,Colombia,Revista de la Facultad de Derecho y Ciencias Políticas,0120-3886,2016,46,págs:,145 - 179, ,"JORGE IVAN GAVIRIA MESA, MONICA LUCIA GRANDA VIVEROS"
JURIDICAS Y SOCIALES,Publicado en revista especializada,Dela violencia en contra de la mujer: historia,,"reconocimientos y genero.  Colombia, Revista Cientifica De Unincca",0122-6150,2015,20,2,149 - 164, ,RODRIGO ORLANDO OSORIO MONTOYA
JURIDICAS Y SOCIALES,Publicado en revista especializada,Voces de la Periferia,Colombia,Ratio Juris,1794-6638,2015,10,n/a,77 - 93, ,"JORGE IVAN GAVIRIA MESA, MONICA LUCIA GRANDA VIVEROS"
JURIDICAS Y SOCIALES,Publicado en revista especializada,Eficacia de la conciliación extrajudicial como requisito de procedibilidad en la jurisdicción de lo contencioso administrativo en Antioquia,Colombia,Pensamiento Y Poder,2011-7213,2015,4,1,69 - 82, ,GERARDO ORREGO LOMBANA
JURIDICAS Y SOCIALES,Publicado en revista especializada,Voces de la Periferia,Colombia,Ratio Juris,1794-6638,2015,10,N/A,77 - 93, ,"MONICA LUCIA GRANDA VIVEROS, JORGE IVAN GAVIRIA MESA"
JURIDICAS Y SOCIALES,Publicado en revista especializada,De la política criminal: buen punto para la superación de falencias en Colombia,Colombia,Revista Cientifica De Unincca,0122-6150,2014,12,págs:,91 - 100, ,RODRIGO ORLANDO OSORIO MONTOYA
JURIDICAS Y SOCIALES,Publicado en revista especializada,Contexto histórico,,"biografía y proyección institucional del Jurista D. Diego Antonio Navarro Martín de Villodres en España y en el continente americano  Colombia, Revista Jurídica Mario Alario D´ Filippo",2145-6054,2014,5,1,71 - 81, ,PAULO BERNARDO ARBOLEDA RAMIREZ
JURIDICAS Y SOCIALES,Publicado en revista especializada,Contratos de Prestación de Servicios en el Sector Estatal,Colombia,Ratio Juris,1794-6638,2014,9,págs:,59 - 76, ,"JORGE IVAN GAVIRIA MESA, MONICA LUCIA GRANDA VIVEROS"
JURIDICAS Y SOCIALES,Publicado en revista especializada,El Contrato de Prestación de Servicios en el Sector Estatal,Colombia,Ratio Juris,1794-6638,2014,9,págs:,59 - 76, ,"MONICA LUCIA GRANDA VIVEROS, JORGE IVAN GAVIRIA MESA"
JURIDICAS Y SOCIALES,Publicado en revista especializada,La Agenda de Paz: Participación política de las FARC-EP y la justicia transicional en Colombia Colombia,,Juridicas,1794-2918,2013,10,2,119 - 143, ,PAULO BERNARDO ARBOLEDA RAMIREZ
JURIDICAS Y SOCIALES,Publicado en revista especializada,La violencia política en Colombia: Justicia transicional en el marco del proceso de paz entre el Gobierno Santos y las FARC-EP,Colombia,Prolegómenos - Derechos Y Valores,0121-182X,2013,16,32,49 - 68, ,PAULO BERNARDO ARBOLEDA RAMIREZ
JURIDICAS Y SOCIALES,Publicado en revista especializada,Redes sociales: Aproximación a un estado del arte,Colombia,Lámpsakos,2145-4086,2013,9,n/a,34 - 41,n/a ,"LUZ AMPARO GRANADA DE ESPINAL, JUAN CARLOS MONSALVE GOMEZ"
JURIDICAS Y SOCIALES,Publicado en revista especializada,La Interceptación de Datos Informáticos entre la Licitud y lo Delictual,Colombia,Lámpsakos,2145-4086,2012,1,7,8 - ,https://doi.org/10.21501/issn.2145-4086 ,"ANA MARIA MESA ELNESER, JORGE EDUARDO VASQUEZ SANTAMARIA"
JURIDICAS Y SOCIALES,Publicado en revista especializada,EL ESTABLECIMIENTO DE COMERCIO VIRTUAL: UNA REALIDAD NORMADA Y POCO APLICADA.,Colombia,Publicado En La Revista Facultad De Derecho-Fundación Universitaria Luis Amigó,2011-9690,2011,1,N/A,22 - 35, ,ANA MARIA MESA ELNESER
JURIDICAS Y SOCIALES,Publicado en revista especializada,MODELOS PEDAGÓGICOS: REFERENTES PARA CONSTITUIR UNA PROPUESTA PEDAGÓGICA PARA LA FORMACIÓN DE LOS PROFESIONALES DEL DERECHO EN COLOMBIA,Colombia,Publicado En La Revista Facultad De Derecho-Fundación Universitaria Luis Amigó,2011-9690,2011,1,N/A,76 - 89, ,"JORGE EDUARDO VASQUEZ SANTAMARIA, WILSON OSBALDO CANAVERAL CARDONA"
JURIDICAS Y SOCIALES,Publicado en revista especializada,Espacio y territorio: disociaciones jurídicas como factor de ingobernabilidad desde los poderes públicos en Colombia,Colombia,Opinión Jurídica,1692-2530,2011,10,19,119 - 138, ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Publicado en revista especializada,Acercamiento a las modalidades de participación ciudadana y conflictos ambientales en el municipio de Sabaneta,Colombia,Ratio Juris,1794-6638,2011,6,N/A,137 - 159, ,"JORGE EDUARDO VASQUEZ SANTAMARIA, MARIA TERESA CASTRILLON ALZATE, CAROLINA MONTES ROJAS"
JURIDICAS Y SOCIALES,Publicado en revista especializada,Participacion,,"construccion de ciudadania e instituciones: Conceptualizaciones para adelantar una investigacion en el municipio de Sabaneta  Colombia, Revista Ces Derecho",2145-7719,2011,2,1,43 - 57, ,"JORGE EDUARDO VASQUEZ SANTAMARIA, MARIA TERESA CASTRILLON ALZATE, CAROLINA MONTES ROJAS"
JURIDICAS Y SOCIALES,Publicado en revista especializada,APLICABILIDAD DE DISPOSICIONES NORMATIVAS EN RELACIÓN AL ESPACIO Y AL TERRITORIO POR LAS CURADURÍAS URBANAS,Colombia,Estudios De Derecho,0120-1867,2011,151,N/A,13 - 36, ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Publicado en revista especializada,Aplicabilidad de disposiciones del derecho urbano por parte de las curadurías urbanas a partir de la naturaleza privada del espacio y la vivienda.,Colombia,Nuevo Derecho,2011-4540,2010,5,N/A,9 - 22, ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Publicado en revista especializada,Antecedentes problemáticos en la formación de los profesionales del derecho en Colombia,Colombia,Revista Innova,2027-1875,2009,2,N/A,27 - 32, ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Publicado en revista especializada,Problematización y referentes de la aplicabilidad del Derecho Urbano en relacion al territorio y al espacio en Colombia. 2000 - 2007,Colombia,Notas De Derecho,2027-1611,2009,2,N/A,119 - 135, ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Publicado en revista especializada,ESPACIO: APLICABILIDAD DESDE LA JURISPRUDENCIA DE LA CORTE CONSTITUCIONAL DE COLOMBIA 2000 - 2007,Colombia,Publicado En La Revista Facultad De Derecho-Fundación Universitaria Luis Amigó,2011-9690,2009,1,N/A,20 - 35, ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Corto (Resumen),PARTICIPACIÓN CATALOGO - I FORO INTERNACIONAL DE DERECHO E INTERÉS PÚBLICO,Colombia,Catalogo De Investigaciones,2011-1282,2009,5,N/A,1 - 3, ,ANA MARIA MESA ELNESER
JURIDICAS Y SOCIALES,Corto (Resumen),Reflexiones frente al Impacto de la Globalización en el mundo Jurídico.,Colombia,Catalogo De Investigaciones,2011-1282,2009,5,N/A,1 - 3, ,FRANCISCO JAVIER VASQUEZ VASQUEZ
JURIDICAS Y SOCIALES,Corto (Resumen),Estaciones de servicios en zonas residenciales de la ciudad de Medellín.,Colombia,Catalogo De Investigaciones,2011-1282,2009,5,N/A,1 - 3, ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Corto (Resumen),Convocatoria para la formación de semilleros de investigación en la Facultad de Derecho y Ciencias Humanas de la Funlam.,Colombia,Catalogo De Investigaciones,2011-1282,2009,5,N/A,1 - 3, ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Corto (Resumen),Ciclo de Formación en Investigación Básica ¿ ¿Semillero de Investigación en Derecho¿.,Colombia,Catalogo De Investigaciones,2011-1282,2009,5,N/A,1 - 3, ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Corto (Resumen),I Encuentro del Nodo Antioquia de la Red de Grupos y Centro de Investigación Jurídica y Socio Jurídica de Colombia.,Colombia,Catalogo De Investigaciones,2011-1282,2009,5,N/A,1 - 3, ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Corto (Resumen),I Foro Internacional de Derecho e Interés Público,Colombia,Catalogo De Investigaciones,2011-1282,2009,5,N/A,1 - 3, ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Corto (Resumen),Formación y Funcionamiento de Semilleros de Investigación en la Facultad de Derecho y Ciencias Humanas de la Funlam.,Colombia,Catalogo De Investigaciones,2011-1282,2009,5,N/A,1 - 3, ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Corto (Resumen),Estaciones de servicios en zonas residenciales de la ciudad de Medellín: Caso estación de servicio de la avenida Nutibara.,Colombia,Catalogo De Investigaciones,2011-1282,2009,5,N/A,1 - 3, ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Corto (Resumen),Fundamentos para la creación de una Clínica Jurídica en la Funlam como apoyo a la enseñanza práctica del Derecho.,Colombia,Catalogo De Investigaciones,2011-1282,2009,5,N/A,1 - 3, ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Corto (Resumen),La enseñanza clínica del Derecho: Transformando la forma de enseñar y ejercer el Derecho.,Colombia,Catalogo De Investigaciones,2011-1282,2009,5,N/A,1 - 3, ,"JORGE EDUARDO VASQUEZ SANTAMARIA, LUCAS CORREA MONTOYA"
JURIDICAS Y SOCIALES,Publicado en revista especializada,El espacio público en sus alcance y dimensión urbana y rural desde el artículo 5 de la ley 9 de 1989.,Colombia,Nuevo Derecho,2011-4540,2009,4,N/A,73 - 88, ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Corto (Resumen),Impacto de la Globalización en el mundo Jurídico.,Colombia,Catalogo De Investigaciones,2011-1282,2009,5,N/A,1 - 3, ,FRANCISCO JAVIER VASQUEZ VASQUEZ
JURIDICAS Y SOCIALES,Publicado en revista especializada,VARIACIONES DOCTRINALES DEL CONCEPTO ESPACIO EN RELACIÓN AL CONCEPTO CIUDAD,Colombia,Revista Innova,2027-1875,2009,1,N/A,40 - 45, ,MARIA CLARA SANCHEZ VELEZ
JURIDICAS Y SOCIALES,Publicado en revista especializada,DESCRIPCIÓN DEL TERRITORIO Y EL ESPACIO COMO CATEGORÍAS URBANAS DEL DERECHO COLOMBIANO A PARTIR DE LA LEY 9 DE 1989,Colombia,Revista Innova,2027-1875,2009,1,N/A,28 - 37, ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Publicado en revista especializada,DERECHO AL ESPACIO PÚBLICO: UN DERECHO DE INTERÉS PÚBLICO. APROXIMACIONES Y RELACIÓN DESDE EL DERECHO COLOMBIANO,Colombia,Nuevo Derecho,2011-4540,2009,4,N/A,11 - 27, ,"JORGE EDUARDO VASQUEZ SANTAMARIA, MARIA CLARA SANCHEZ VELEZ"
JURIDICAS Y SOCIALES,Publicado en revista especializada,Territorio y Espacio como categorías del Derecho Urbano colombiano: Estudio desde la Constitución Política de Colombia de 1991.,Colombia,Revista Juridica Universidad De Medellin,0120-5692,2009,44,N/A,31 - 46, ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Publicado en revista especializada,Impacto de la globalizacion en el mundo jurídico,Colombia,Opinión Jurídica,1692-2530,2008,8,N/A,17 - 28, ,FRANCISCO JAVIER VASQUEZ VASQUEZ
JURIDICAS Y SOCIALES,Publicado en revista especializada,Fundamentos para la creación de una Clínica Jurídica en la Funlam como apoyo a la enseñanza práctica del Derecho.,Colombia,Enseñanza de las Ciencias Naturales Desde el Enfoque de la Pedagogía Conceptual,1909-1230,2008,2,N/A,11 - 21,N/A ,JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Publicado en revista especializada,La enseñanza Clínica del Derecho: Transformando la forma de enseñar y ejercer el Derecho,Colombia,Studiositas,1909-0366,2008,3,N/A,34 - 40,N/A ,"JORGE EDUARDO VASQUEZ SANTAMARIA, LUCAS CORREA MONTOYA"
GORAS,Publicado en revista especializada,RAIS en la era del mercadeo digital y la innovación social,Venezuela,Espacios,0798-1015,2020,41,49,1 - 9,10.48082/espacios- ,"MARIA ISABEL SIERRA HERNANDEZ, JORMARIS MARTINEZ GOMEZ"
GORAS,Publicado en revista especializada,Jerarquía de valores de los estudiantes de Instituciones de Educación Superior,Venezuela,Revista Venezolana de Gerencia,1315-9984,2020,25,4,195 - 205,10.37960/rvg.v25i4 ,"VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, LUZ MERY ORTIZ SANCHEZ"
GORAS,Publicado en revista especializada,Competencias específicas para la titulación de administración financiera,Venezuela,Utopia y Praxis Latinoamericana,1316-5216,2020,25,11,14 - 32, ,VICTOR HUGO MERINO CORDOBA
GORAS,Publicado en revista especializada,Valor compartido y planeación estratégica: factores de transformación empresarial en el sector minero,Venezuela,Espacios,0798-1015,2020,41,N/A,1 - 9, ,"LUIS FERNANDO QUINTERO ARANGO, MAURICIO ALEJANDRO BEDOYA JIMENEZ, JORMARIS MARTINEZ GOMEZ"
GORAS,Publicado en revista especializada,La responsabilidad social empresarial en las empresas del sector minero de metales preciosos Medellín,,"Colombia  Venezuela, Espacios",0798-1015,2020,41,41,96 - 107, ,"MAURICIO ALEJANDRO BEDOYA JIMENEZ, LUIS FERNANDO QUINTERO ARANGO"
GORAS,Publicado en revista especializada,Comprehensive Evaluation of Constructivist Methodologies from the Balanced Scorecard,Colombia,Cuadernos De Administración,0120-4645,2020,36,67,16 - 30, ,"MARIA CAMILA JIMENEZ TABARES, NESTOR EDUARDO FLOREZ OVIEDO"
GORAS,Publicado en revista especializada,Tendencias en el mundo de la gastronomía y la alimentación: una revisión desde la perspectiva colombiana,Venezuela,Agroalimentaria,1316-0354,2020,26,50,51 - 65, ,"SANTIAGO NARANJO RAMIREZ, SEBASTIAN ARIAS GIRALDO"
GORAS,Publicado en revista especializada,Aplicaciones móviles para gestión de procesos académicos en educación superior (AMAES),Venezuela,Espacios,0798-1015,2020,41,28,20 - 35, ,"VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, LUZ MERY ORTIZ SANCHEZ"
GORAS,Publicado en revista especializada,Incidencia del estilo de liderazgo en la violencia laboral en pymes de la Comuna Once de Medellín,,"Colombia  Venezuela, Revista Venezolana de Gerencia",1315-9984,2020,25,91,1205 - 1220,10.37960/rvg.v25i91 ,JOSE ANTONIO LOPEZ GIRALDO
